ROI.name,ROI.id,point,x,y,ROI.name.raw
AdaxialMesophyll,1,1,489.5,-257.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,2,492.5,-257.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,3,493.5,-259.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,4,496.5,-262.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,5,498.5,-262.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,6,498.5,-263.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,7,501.5,-266.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,8,500.5,-282.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,9,498.5,-285.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,10,499.5,-291.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,11,496.5,-293.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,12,496.5,-295.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,13,489.5,-300.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,14,483.5,-306.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,15,483.5,-308.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,16,475.5,-308.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,17,472.5,-306.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,18,470.5,-306.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,19,469.5,-302.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,20,466.5,-299.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,21,466.5,-296.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,22,464.5,-295.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,23,464.5,-292.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,24,462.5,-290.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,25,462.5,-284.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,26,466.5,-277.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,27,466.5,-274.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,28,468.5,-272.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,29,468.5,-269.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,30,470.5,-267.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,31,470.5,-264.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,32,474.5,-261.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,33,480.5,-261.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,34,483.5,-259.5,AdaxialMesophyll object #25 shape
AdaxialMesophyll,1,35,488.5,-258.5,AdaxialMesophyll object #25 shape
AbaxialMesophyll,2,1,1252.5,-584.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,2,1256.5,-584.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,3,1265.5,-591.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,4,1265.5,-596.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,5,1266.5,-597.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,6,1266.5,-609.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,7,1264.5,-611.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,8,1263.5,-615.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,9,1259.5,-618.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,10,1261.5,-619.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,11,1260.5,-620.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,12,1253.5,-620.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,13,1251.5,-619.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,14,1241.5,-619.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,15,1240.5,-618.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,16,1240.5,-615.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,17,1238.5,-611.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,18,1238.5,-609.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,19,1232.5,-597.5,AbaxialMesophyll object #112 shape
AbaxialMesophyll,2,20,1232.5,-595.5,AbaxialMesophyll object #112 shape
MeristemNoEpidermis,3,1,620.5,-353.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,2,622.5,-354.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,3,627.5,-363.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,4,627.5,-365.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,5,629.5,-366.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,6,629.5,-375.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,7,627.5,-377.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,8,628.5,-381.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,9,625.5,-384.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,10,624.5,-392.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,11,619.5,-392.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,12,614.5,-395.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,13,611.5,-395.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,14,607.5,-391.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,15,605.5,-392.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,16,605.5,-394.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,17,608.5,-398.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,18,608.5,-403.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,19,606.5,-406.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,20,605.5,-413.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,21,606.5,-414.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,22,610.5,-413.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,23,611.5,-400.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,24,613.5,-398.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,25,624.5,-396.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,26,633.5,-412.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,27,632.5,-413.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,28,628.5,-413.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,29,626.5,-415.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,30,629.5,-415.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,31,621.5,-420.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,32,615.5,-417.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,33,606.5,-416.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,34,603.5,-419.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,35,598.5,-432.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,36,597.5,-433.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,37,590.5,-433.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,38,589.5,-430.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,39,583.5,-426.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,40,582.5,-418.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,41,577.5,-408.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,42,577.5,-405.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,43,582.5,-396.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,44,582.5,-393.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,45,586.5,-391.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,46,595.5,-383.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,47,602.5,-390.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,48,605.5,-389.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,49,604.5,-386.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,50,599.5,-380.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,51,599.5,-377.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,52,601.5,-375.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,53,602.5,-369.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,54,604.5,-366.5,MeristemNoEpidermis object #35 shape
MeristemNoEpidermis,3,55,607.5,-366.5,MeristemNoEpidermis object #35 shape
RibZone,4,1,850.5,-485.5,RibZone object #15 shape
RibZone,4,2,853.5,-485.5,RibZone object #15 shape
RibZone,4,3,854.5,-486.5,RibZone object #15 shape
RibZone,4,4,858.5,-486.5,RibZone object #15 shape
RibZone,4,5,859.5,-487.5,RibZone object #15 shape
RibZone,4,6,861.5,-487.5,RibZone object #15 shape
RibZone,4,7,861.5,-491.5,RibZone object #15 shape
RibZone,4,8,860.5,-492.5,RibZone object #15 shape
RibZone,4,9,860.5,-496.5,RibZone object #15 shape
RibZone,4,10,859.5,-497.5,RibZone object #15 shape
RibZone,4,11,859.5,-499.5,RibZone object #15 shape
RibZone,4,12,853.5,-499.5,RibZone object #15 shape
RibZone,4,13,852.5,-498.5,RibZone object #15 shape
RibZone,4,14,852.5,-496.5,RibZone object #15 shape
RibZone,4,15,850.5,-493.5,RibZone object #15 shape
RibZone,4,16,850.5,-491.5,RibZone object #15 shape
RibZone,4,17,849.5,-490.5,RibZone object #15 shape
RibZone,4,18,849.5,-486.5,RibZone object #15 shape
AdaxialMesophyll,5,1,1386.5,-475.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,2,1392.5,-476.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,3,1398.5,-480.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,4,1401.5,-481.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,5,1401.5,-494.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,6,1402.5,-495.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,7,1402.5,-508.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,8,1403.5,-509.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,9,1401.5,-509.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,10,1398.5,-512.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,11,1397.5,-512.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,12,1394.5,-515.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,13,1394.5,-516.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,14,1385.5,-516.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,15,1376.5,-516.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,16,1374.5,-515.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,17,1373.5,-514.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,18,1373.5,-512.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,19,1370.5,-510.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,20,1370.5,-508.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,21,1368.5,-507.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,22,1365.5,-503.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,23,1366.5,-501.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,24,1365.5,-498.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,25,1368.5,-491.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,26,1368.5,-488.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,27,1370.5,-485.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,28,1370.5,-482.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,29,1376.5,-481.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,30,1377.5,-479.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,31,1379.5,-479.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,32,1383.5,-476.5,AdaxialMesophyll object #62 shape
AdaxialMesophyll,5,33,1385.5,-476.5,AdaxialMesophyll object #62 shape
Vasculature,6,1,431.5,-358.5,Vasculature object #34 shape
Vasculature,6,2,434.5,-358.5,Vasculature object #34 shape
Vasculature,6,3,440.5,-365.5,Vasculature object #34 shape
Vasculature,6,4,438.5,-373.5,Vasculature object #34 shape
Vasculature,6,5,437.5,-374.5,Vasculature object #34 shape
Vasculature,6,6,437.5,-379.5,Vasculature object #34 shape
Vasculature,6,7,436.5,-380.5,Vasculature object #34 shape
Vasculature,6,8,434.5,-380.5,Vasculature object #34 shape
Vasculature,6,9,432.5,-378.5,Vasculature object #34 shape
Vasculature,6,10,425.5,-377.5,Vasculature object #34 shape
Vasculature,6,11,424.5,-378.5,Vasculature object #34 shape
Vasculature,6,12,424.5,-381.5,Vasculature object #34 shape
Vasculature,6,13,416.5,-389.5,Vasculature object #34 shape
Vasculature,6,14,414.5,-390.5,Vasculature object #34 shape
Vasculature,6,15,412.5,-389.5,Vasculature object #34 shape
Vasculature,6,16,412.5,-383.5,Vasculature object #34 shape
Vasculature,6,17,410.5,-379.5,Vasculature object #34 shape
Vasculature,6,18,410.5,-374.5,Vasculature object #34 shape
Vasculature,6,19,409.5,-373.5,Vasculature object #34 shape
Vasculature,6,20,409.5,-369.5,Vasculature object #34 shape
Vasculature,6,21,408.5,-368.5,Vasculature object #34 shape
Vasculature,6,22,408.5,-363.5,Vasculature object #34 shape
Vasculature,6,23,411.5,-360.5,Vasculature object #34 shape
Vasculature,6,24,415.5,-360.5,Vasculature object #34 shape
Vasculature,6,25,419.5,-362.5,Vasculature object #34 shape
Vasculature,6,26,421.5,-364.5,Vasculature object #34 shape
Vasculature,6,27,422.5,-374.5,Vasculature object #34 shape
Vasculature,6,28,425.5,-376.5,Vasculature object #34 shape
Vasculature,6,29,426.5,-375.5,Vasculature object #34 shape
Vasculature,6,30,426.5,-367.5,Vasculature object #34 shape
Vasculature,6,31,425.5,-366.5,Vasculature object #34 shape
Vasculature,6,32,425.5,-362.5,Vasculature object #34 shape
AbaxialMesophyll,7,1,1142.5,-291.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,2,1146.5,-291.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,3,1148.5,-293.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,4,1149.5,-293.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,5,1149.5,-294.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,6,1152.5,-297.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,7,1152.5,-300.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,8,1151.5,-301.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,9,1151.5,-303.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,10,1150.5,-304.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,11,1150.5,-307.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,12,1148.5,-309.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,13,1148.5,-310.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,14,1146.5,-310.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,15,1145.5,-311.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,16,1140.5,-311.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,17,1139.5,-312.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,18,1136.5,-312.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,19,1130.5,-305.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,20,1130.5,-302.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,21,1131.5,-301.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,22,1131.5,-298.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,23,1134.5,-294.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,24,1134.5,-292.5,AbaxialMesophyll object #18 shape
AbaxialMesophyll,7,25,1141.5,-292.5,AbaxialMesophyll object #18 shape
AdaxialMesophyll,8,1,1371.5,-446.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,2,1373.5,-446.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,3,1374.5,-447.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,4,1381.5,-447.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,5,1382.5,-448.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,6,1382.5,-457.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,7,1383.5,-458.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,8,1383.5,-463.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,9,1384.5,-464.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,10,1384.5,-468.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,11,1385.5,-469.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,12,1385.5,-471.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,13,1378.5,-474.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,14,1376.5,-476.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,15,1372.5,-476.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,16,1370.5,-477.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,17,1368.5,-475.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,18,1368.5,-473.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,19,1366.5,-472.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,20,1363.5,-465.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,21,1361.5,-463.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,22,1362.5,-456.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,23,1365.5,-450.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,24,1368.5,-447.5,AdaxialMesophyll object #57 shape
AdaxialMesophyll,8,25,1370.5,-447.5,AdaxialMesophyll object #57 shape
AbaxialMesophyll,9,1,384.5,-528.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,2,391.5,-528.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,3,392.5,-529.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,4,402.5,-529.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,5,402.5,-532.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,6,403.5,-533.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,7,403.5,-539.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,8,404.5,-540.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,9,404.5,-550.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,10,403.5,-550.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,11,400.5,-553.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,12,394.5,-558.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,13,392.5,-558.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,14,387.5,-555.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,15,384.5,-555.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,16,384.5,-553.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,17,383.5,-552.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,18,383.5,-549.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,19,381.5,-548.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,20,381.5,-544.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,21,379.5,-541.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,22,379.5,-539.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,23,381.5,-537.5,AbaxialMesophyll object #93 shape
AbaxialMesophyll,9,24,381.5,-534.5,AbaxialMesophyll object #93 shape
MeristemEpidermis,10,1,1015.5,-337.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,2,1016.5,-337.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,3,1019.5,-340.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,4,1019.5,-341.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,5,1028.5,-350.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,6,1030.5,-354.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,7,1033.5,-357.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,8,1032.5,-360.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,9,1030.5,-362.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,10,1030.5,-364.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,11,1029.5,-364.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,12,1027.5,-366.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,13,1027.5,-367.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,14,1019.5,-376.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,15,1017.5,-375.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,16,1016.5,-375.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,17,1013.5,-372.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,18,1009.5,-371.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,19,1004.5,-368.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,20,1004.5,-364.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,21,1003.5,-363.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,22,1003.5,-360.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,23,1002.5,-359.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,24,1002.5,-355.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,25,1003.5,-353.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,26,1006.5,-350.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,27,1008.5,-346.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,28,1011.5,-343.5,MeristemEpidermis object #16 shape
MeristemEpidermis,10,29,1011.5,-342.5,MeristemEpidermis object #16 shape
MeristemNoEpidermis,11,1,972.5,-513.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,2,974.5,-513.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,3,979.5,-516.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,4,979.5,-521.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,5,984.5,-532.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,6,984.5,-537.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,7,986.5,-539.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,8,986.5,-547.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,9,987.5,-548.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,10,988.5,-547.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,11,992.5,-547.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,12,994.5,-550.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,13,995.5,-549.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,14,997.5,-550.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,15,997.5,-555.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,16,995.5,-557.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,17,996.5,-559.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,18,996.5,-564.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,19,995.5,-564.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,20,992.5,-559.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,21,992.5,-557.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,22,990.5,-553.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,23,988.5,-551.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,24,985.5,-551.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,25,984.5,-552.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,26,977.5,-552.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,27,976.5,-553.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,28,975.5,-548.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,29,974.5,-547.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,30,974.5,-542.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,31,973.5,-541.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,32,972.5,-534.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,33,970.5,-530.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,34,970.5,-525.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,35,969.5,-524.5,MeristemNoEpidermis object #94 shape
MeristemNoEpidermis,11,36,969.5,-518.5,MeristemNoEpidermis object #94 shape
RibZone,12,1,820.5,-486.5,RibZone object #16 shape
RibZone,12,2,823.5,-486.5,RibZone object #16 shape
RibZone,12,3,824.5,-487.5,RibZone object #16 shape
RibZone,12,4,830.5,-487.5,RibZone object #16 shape
RibZone,12,5,831.5,-488.5,RibZone object #16 shape
RibZone,12,6,844.5,-488.5,RibZone object #16 shape
RibZone,12,7,846.5,-490.5,RibZone object #16 shape
RibZone,12,8,847.5,-497.5,RibZone object #16 shape
RibZone,12,9,849.5,-499.5,RibZone object #16 shape
RibZone,12,10,849.5,-503.5,RibZone object #16 shape
RibZone,12,11,846.5,-507.5,RibZone object #16 shape
RibZone,12,12,846.5,-511.5,RibZone object #16 shape
RibZone,12,13,843.5,-514.5,RibZone object #16 shape
RibZone,12,14,842.5,-521.5,RibZone object #16 shape
RibZone,12,15,840.5,-524.5,RibZone object #16 shape
RibZone,12,16,840.5,-527.5,RibZone object #16 shape
RibZone,12,17,833.5,-527.5,RibZone object #16 shape
RibZone,12,18,832.5,-526.5,RibZone object #16 shape
RibZone,12,19,828.5,-526.5,RibZone object #16 shape
RibZone,12,20,827.5,-525.5,RibZone object #16 shape
RibZone,12,21,823.5,-525.5,RibZone object #16 shape
RibZone,12,22,819.5,-523.5,RibZone object #16 shape
