ROI.name,feature,feature_label,feature_type,module,value_raw,value_z,mapping_note,key_gene
AdaxialMesophyll,EOT2,EOT2,gene,typeVI_terpene_metabolism,0.9333743453025818,-0.20847027003765106,,False
AdaxialMesophyll,TPS9,TPS9,gene,typeVI_terpene_metabolism,9.34156608581543,-0.05531284958124161,,False
AdaxialMesophyll,RBCS-1,RBCS-1,gene,reference_control,503.1445007324219,1.790407419204712,,True
AdaxialMesophyll,CAB13,CAB13,gene,reference_control,869.651611328125,2.189809799194336,,False
AdaxialMesophyll,PSBO,PSBO,gene,reference_control,172.38421630859375,1.2817366123199463,,True
AdaxialMesophyll,PSBS,PSBS,gene,reference_control,194.2263946533203,1.714579463005066,,False
AdaxialMesophyll,PSBR,PSBR,gene,reference_control,947.0084838867188,1.834812045097351,,False
AdaxialMesophyll,WEE1,WEE1,gene,reference_control,15.667375564575195,-1.301486611366272,,False
AdaxialMesophyll,Histone H4,Histone H4,gene,reference_control,336.1425476074219,-0.7704718112945557,,True
AbaxialMesophyll,ML1,ML1,gene,epidermal_identity,45.908626556396484,-0.6344376802444458,,False
AbaxialMesophyll,PDF1,PDF1,gene,epidermal_identity,246.77862548828125,-0.5649372339248657,,False
AbaxialMesophyll,CD2,CD2,gene,epidermal_identity,393.4339904785156,-0.4165481626987457,,False
AbaxialMesophyll,SVB,SVB,gene,epidermal_identity,20.516088485717773,-0.6275533437728882,,False
AbaxialMesophyll,WOOLLY,WOOLLY,gene,epidermal_identity,8.19954776763916,-0.7050260901451111,,False
AbaxialMesophyll,WOX3b,WOX3b,gene,trichome_morphogenesis,0.0,-0.36797890067100525,,False
AbaxialMesophyll,MX1 / MIXTA,MX1 / MIXTA,gene,trichome_morphogenesis,0.0,-0.36223432421684265,,False
AbaxialMesophyll,MTR2 / CycB3,MTR2 / CycB3,gene,trichome_morphogenesis,8.266570091247559,-0.4038866460323334,,False
AbaxialMesophyll,MTR3,MTR3,gene,trichome_morphogenesis,10.992021560668945,-0.5957930684089661,,True
AbaxialMesophyll,HAIR,HAIR,gene,trichome_morphogenesis,0.0,-0.43447333574295044,,False
AbaxialMesophyll,Hairless,Hairless,gene,trichome_morphogenesis,36.035858154296875,0.20447121560573578,,False
AbaxialMesophyll,Glandless,Glandless,gene,glandular_regulation,13.305194854736328,-0.3920641839504242,,False
AbaxialMesophyll,GCR1,GCR1,gene,glandular_regulation,2.076564073562622,-0.29846304655075073,,False
AbaxialMesophyll,GCR2,GCR2,gene,glandular_regulation,0.9845133423805237,-0.32403430342674255,,False
AbaxialMesophyll,TOE1B,TOE1B,gene,glandular_regulation,9.704968452453613,-0.5572561025619507,,True
AbaxialMesophyll,LFS,LFS,gene,glandular_regulation,1.552717924118042,-0.4691268801689148,,False
AbaxialMesophyll,AACS1,AACS1,gene,typeIV_acylsugar_metabolism,0.0,-0.3180793523788452,,False
AbaxialMesophyll,AECH1,AECH1,gene,typeIV_acylsugar_metabolism,1.349513053894043,-0.015021354891359806,,False
AbaxialMesophyll,ABC Transporter,ABC Transporter,gene,typeIV_acylsugar_metabolism,0.0,-0.5323851108551025,,True
AbaxialMesophyll,ASAT2,ASAT2,gene,typeIV_acylsugar_metabolism,0.0,-0.4413694143295288,,False
AbaxialMesophyll,ASH3,ASH3,gene,typeIV_acylsugar_metabolism,6.177351951599121,-0.8531398177146912,,True
AbaxialMesophyll,MCPI,MCPI,gene,typeVI_terpene_metabolism,34.876434326171875,-0.3907295763492584,,True
AbaxialMesophyll,EOT1,EOT1,gene,typeVI_terpene_metabolism,0.0,-0.34890925884246826,,True
AbaxialMesophyll,EOT2,EOT2,gene,typeVI_terpene_metabolism,0.0,-0.46460145711898804,,False
AbaxialMesophyll,TPS9,TPS9,gene,typeVI_terpene_metabolism,3.9317572116851807,-0.9403640031814575,,False
AbaxialMesophyll,RBCS-1,RBCS-1,gene,reference_control,231.12564086914062,-0.24227528274059296,,True
AbaxialMesophyll,CAB13,CAB13,gene,reference_control,456.8044738769531,0.30255770683288574,,False
AbaxialMesophyll,PSBO,PSBO,gene,reference_control,104.39022827148438,-0.34496867656707764,,True
AbaxialMesophyll,PSBS,PSBS,gene,reference_control,124.61847686767578,0.042877934873104095,,False
AbaxialMesophyll,PSBR,PSBR,gene,reference_control,659.7742919921875,0.24979448318481445,,False
AbaxialMesophyll,WEE1,WEE1,gene,reference_control,23.617755889892578,-0.3205479681491852,,False
AbaxialMesophyll,Histone H4,Histone H4,gene,reference_control,381.2579345703125,-0.6979165077209473,,True
Vasculature,ML1,ML1,gene,epidermal_identity,28.63604736328125,-0.7021540999412537,,False
Vasculature,PDF1,PDF1,gene,epidermal_identity,233.0225830078125,-0.5759382843971252,,False
Vasculature,CD2,CD2,gene,epidermal_identity,106.05521392822266,-1.4400088787078857,,False
Vasculature,SVB,SVB,gene,epidermal_identity,26.689571380615234,-0.5867900848388672,,False
Vasculature,WOOLLY,WOOLLY,gene,epidermal_identity,3.359180212020874,-0.7594829797744751,,False
Vasculature,WOX3b,WOX3b,gene,trichome_morphogenesis,1.7040631771087646,-0.3357681930065155,,False
Vasculature,MX1 / MIXTA,MX1 / MIXTA,gene,trichome_morphogenesis,1.4673787355422974,-0.33483442664146423,,False
Vasculature,MTR2 / CycB3,MTR2 / CycB3,gene,trichome_morphogenesis,6.665983200073242,-0.4256051480770111,,False
Vasculature,MTR3,MTR3,gene,trichome_morphogenesis,17.264625549316406,-0.5805690288543701,,True
Vasculature,HAIR,HAIR,gene,trichome_morphogenesis,1.0798492431640625,-0.2960241734981537,,False
Vasculature,Hairless,Hairless,gene,trichome_morphogenesis,33.0636100769043,-0.581901490688324,,False
Vasculature,Glandless,Glandless,gene,glandular_regulation,14.885701179504395,-0.38815605640411377,,False
Vasculature,GCR1,GCR1,gene,glandular_regulation,0.7890959978103638,-0.3377838730812073,,False
Vasculature,GCR2,GCR2,gene,glandular_regulation,0.6409311294555664,-0.3324570953845978,,False
Vasculature,TOE1B,TOE1B,gene,glandular_regulation,17.213947296142578,0.1793500781059265,,True
Vasculature,LFS,LFS,gene,glandular_regulation,1.0762449502944946,-0.5215559005737305,,False
Vasculature,AACS1,AACS1,gene,typeIV_acylsugar_metabolism,0.0,-0.3180793523788452,,False
Vasculature,AECH1,AECH1,gene,typeIV_acylsugar_metabolism,0.0,-0.40596646070480347,,False
Vasculature,ABC Transporter,ABC Transporter,gene,typeIV_acylsugar_metabolism,0.0,-0.5323851108551025,,True
Vasculature,ASAT2,ASAT2,gene,typeIV_acylsugar_metabolism,0.0,-0.4413694143295288,,False
Vasculature,ASH3,ASH3,gene,typeIV_acylsugar_metabolism,8.051673889160156,-0.7608966827392578,,True
Vasculature,MCPI,MCPI,gene,typeVI_terpene_metabolism,46.962806701660156,-0.08269615471363068,,True
Vasculature,EOT1,EOT1,gene,typeVI_terpene_metabolism,0.6286896467208862,-0.3326862156391144,,True
Vasculature,EOT2,EOT2,gene,typeVI_terpene_metabolism,0.0,-0.46460145711898804,,False
Vasculature,TPS9,TPS9,gene,typeVI_terpene_metabolism,7.423752307891846,-0.3690694570541382,,False
Vasculature,RBCS-1,RBCS-1,gene,reference_control,215.3331298828125,-0.36028608679771423,,True
Vasculature,CAB13,CAB13,gene,reference_control,310.61602783203125,-0.365714967250824,,False
Vasculature,PSBO,PSBO,gene,reference_control,100.7240982055664,-0.43267810344696045,,True
Vasculature,PSBS,PSBS,gene,reference_control,122.27031707763672,-0.013515395112335682,,False
Vasculature,PSBR,PSBR,gene,reference_control,605.8463134765625,-0.04779122397303581,,False
Vasculature,WEE1,WEE1,gene,reference_control,35.967559814453125,1.2032030820846558,,False
Vasculature,Histone H4,Histone H4,gene,reference_control,438.1549072265625,-0.6064139008522034,,True
LeafMargin,ML1,ML1,gene,epidermal_identity,119.22289276123047,-0.34701237082481384,,False
LeafMargin,PDF1,PDF1,gene,epidermal_identity,520.0532836914062,-0.34639236330986023,,False
LeafMargin,CD2,CD2,gene,epidermal_identity,405.4667663574219,-0.3736950755119324,,False
LeafMargin,SVB,SVB,gene,epidermal_identity,64.79174041748047,-0.3352031707763672,,False
LeafMargin,WOOLLY,WOOLLY,gene,epidermal_identity,37.99007797241211,-0.36986616253852844,,False
LeafMargin,WOX3b,WOX3b,gene,trichome_morphogenesis,4.201509952545166,-0.28856074810028076,,False
LeafMargin,MX1 / MIXTA,MX1 / MIXTA,gene,trichome_morphogenesis,3.7133424282073975,-0.29289621114730835,,False
LeafMargin,MTR2 / CycB3,MTR2 / CycB3,gene,trichome_morphogenesis,15.443833351135254,-0.3064977824687958,,False
LeafMargin,MTR3,MTR3,gene,trichome_morphogenesis,96.12340545654297,-0.3891730010509491,,True
LeafMargin,HAIR,HAIR,gene,trichome_morphogenesis,0.8489759564399719,-0.3256247937679291,,False
LeafMargin,Hairless,Hairless,gene,trichome_morphogenesis,31.4186954498291,-1.017099380493164,,False
LeafMargin,Glandless,Glandless,gene,glandular_regulation,44.54298782348633,-0.3148227334022522,,False
LeafMargin,GCR1,GCR1,gene,glandular_regulation,2.74211049079895,-0.2781364619731903,,False
LeafMargin,GCR2,GCR2,gene,glandular_regulation,2.019989013671875,-0.2986500859260559,,False
LeafMargin,TOE1B,TOE1B,gene,glandular_regulation,13.186197280883789,-0.21575896441936493,,True
LeafMargin,LFS,LFS,gene,glandular_regulation,5.157214164733887,-0.07250387221574783,,False
LeafMargin,AACS1,AACS1,gene,typeIV_acylsugar_metabolism,0.021983757615089417,-0.3013758063316345,,False
LeafMargin,AECH1,AECH1,gene,typeIV_acylsugar_metabolism,0.4783422648906708,-0.2673938274383545,,False
LeafMargin,ABC Transporter,ABC Transporter,gene,typeIV_acylsugar_metabolism,0.48270508646965027,-0.30917203426361084,,True
LeafMargin,ASAT2,ASAT2,gene,typeIV_acylsugar_metabolism,0.06712332367897034,-0.2967996597290039,,False
LeafMargin,ASH3,ASH3,gene,typeIV_acylsugar_metabolism,21.185096740722656,-0.11454598605632782,,True
LeafMargin,MCPI,MCPI,gene,typeVI_terpene_metabolism,159.65213012695312,2.7893054485321045,,True
LeafMargin,EOT1,EOT1,gene,typeVI_terpene_metabolism,4.2578444480896,-0.23903773725032806,,True
LeafMargin,EOT2,EOT2,gene,typeVI_terpene_metabolism,1.2761579751968384,-0.114405557513237,,False
LeafMargin,TPS9,TPS9,gene,typeVI_terpene_metabolism,26.41272735595703,2.7375495433807373,,False
LeafMargin,RBCS-1,RBCS-1,gene,reference_control,225.5377960205078,-0.2840309143066406,,True
LeafMargin,CAB13,CAB13,gene,reference_control,335.0116271972656,-0.25419512391090393,,False
LeafMargin,PSBO,PSBO,gene,reference_control,119.80457305908203,0.023807980120182037,,True
LeafMargin,PSBS,PSBS,gene,reference_control,123.14420318603516,0.007471825927495956,,False
LeafMargin,PSBR,PSBR,gene,reference_control,615.44189453125,0.00515917269513011,,False
LeafMargin,WEE1,WEE1,gene,reference_control,32.942867279052734,0.8300086259841919,,False
LeafMargin,Histone H4,Histone H4,gene,reference_control,1175.330810546875,0.5791240930557251,,True
RibZone,ML1,ML1,gene,epidermal_identity,119.22289276123047,-0.34701237082481384,,False
RibZone,PDF1,PDF1,gene,epidermal_identity,520.0532836914062,-0.34639236330986023,,False
RibZone,CD2,CD2,gene,epidermal_identity,405.4667663574219,-0.3736950755119324,,False
RibZone,SVB,SVB,gene,epidermal_identity,64.79174041748047,-0.3352031707763672,,False
RibZone,WOOLLY,WOOLLY,gene,epidermal_identity,37.99007797241211,-0.36986616253852844,,False
RibZone,WOX3b,WOX3b,gene,trichome_morphogenesis,4.201509952545166,-0.28856074810028076,,False
RibZone,MX1 / MIXTA,MX1 / MIXTA,gene,trichome_morphogenesis,3.7133424282073975,-0.29289621114730835,,False
RibZone,MTR2 / CycB3,MTR2 / CycB3,gene,trichome_morphogenesis,15.443833351135254,-0.3064977824687958,,False
RibZone,MTR3,MTR3,gene,trichome_morphogenesis,96.12340545654297,-0.3891730010509491,,True
RibZone,HAIR,HAIR,gene,trichome_morphogenesis,0.8489759564399719,-0.3256247937679291,,False
RibZone,Hairless,Hairless,gene,trichome_morphogenesis,31.4186954498291,-1.017099380493164,,False
RibZone,Glandless,Glandless,gene,glandular_regulation,44.54298782348633,-0.3148227334022522,,False
RibZone,GCR1,GCR1,gene,glandular_regulation,2.74211049079895,-0.2781364619731903,,False
RibZone,GCR2,GCR2,gene,glandular_regulation,2.019989013671875,-0.2986500859260559,,False
RibZone,TOE1B,TOE1B,gene,glandular_regulation,13.186197280883789,-0.21575896441936493,,True
RibZone,LFS,LFS,gene,glandular_regulation,5.157214164733887,-0.07250387221574783,,False
RibZone,AACS1,AACS1,gene,typeIV_acylsugar_metabolism,0.021983757615089417,-0.3013758063316345,,False
RibZone,AECH1,AECH1,gene,typeIV_acylsugar_metabolism,0.4783422648906708,-0.2673938274383545,,False
RibZone,ABC Transporter,ABC Transporter,gene,typeIV_acylsugar_metabolism,0.48270508646965027,-0.30917203426361084,,True
RibZone,ASAT2,ASAT2,gene,typeIV_acylsugar_metabolism,0.06712332367897034,-0.2967996597290039,,False
RibZone,ASH3,ASH3,gene,typeIV_acylsugar_metabolism,21.185096740722656,-0.11454598605632782,,True
RibZone,MCPI,MCPI,gene,typeVI_terpene_metabolism,159.65213012695312,2.7893054485321045,,True
RibZone,EOT1,EOT1,gene,typeVI_terpene_metabolism,4.2578444480896,-0.23903773725032806,,True
RibZone,EOT2,EOT2,gene,typeVI_terpene_metabolism,1.2761579751968384,-0.114405557513237,,False
RibZone,TPS9,TPS9,gene,typeVI_terpene_metabolism,26.41272735595703,2.7375495433807373,,False
RibZone,RBCS-1,RBCS-1,gene,reference_control,225.5377960205078,-0.2840309143066406,,True
RibZone,CAB13,CAB13,gene,reference_control,335.0116271972656,-0.25419512391090393,,False
RibZone,PSBO,PSBO,gene,reference_control,119.80457305908203,0.023807980120182037,,True
RibZone,PSBS,PSBS,gene,reference_control,123.14420318603516,0.007471825927495956,,False
RibZone,PSBR,PSBR,gene,reference_control,615.44189453125,0.00515917269513011,,False
RibZone,WEE1,WEE1,gene,reference_control,32.942867279052734,0.8300086259841919,,False
RibZone,Histone H4,Histone H4,gene,reference_control,1175.330810546875,0.5791240930557251,,True
OC,ML1,ML1,gene,epidermal_identity,33.817996978759766,-0.6818385124206543,,False
OC,PDF1,PDF1,gene,epidermal_identity,249.36058044433594,-0.5628723502159119,,False
OC,CD2,CD2,gene,epidermal_identity,661.607421875,0.5385152697563171,,False
OC,SVB,SVB,gene,epidermal_identity,17.642648696899414,-0.646526575088501,,False
OC,WOOLLY,WOOLLY,gene,epidermal_identity,8.939215660095215,-0.6967044472694397,,False
OC,WOX3b,WOX3b,gene,trichome_morphogenesis,1.28131103515625,-0.3437591791152954,,False
OC,MX1 / MIXTA,MX1 / MIXTA,gene,trichome_morphogenesis,1.4117399454116821,-0.3358733355998993,,False
OC,MTR2 / CycB3,MTR2 / CycB3,gene,trichome_morphogenesis,3.9085121154785156,-0.46302151679992676,,False
OC,MTR3,MTR3,gene,trichome_morphogenesis,14.756765365600586,-0.5866557955741882,,True
OC,HAIR,HAIR,gene,trichome_morphogenesis,0.19213832914829254,-0.4098389446735382,,False
OC,Hairless,Hairless,gene,trichome_morphogenesis,32.567413330078125,-0.7131810784339905,,False
OC,Glandless,Glandless,gene,glandular_regulation,65.35302734375,-0.26336589455604553,,False
OC,GCR1,GCR1,gene,glandular_regulation,1.123792290687561,-0.3275618255138397,,False
OC,GCR2,GCR2,gene,glandular_regulation,0.0,-0.3481692373752594,,False
OC,TOE1B,TOE1B,gene,glandular_regulation,6.451107025146484,-0.8764491677284241,,True
OC,LFS,LFS,gene,glandular_regulation,2.1425411701202393,-0.40422531962394714,,False
OC,AACS1,AACS1,gene,typeIV_acylsugar_metabolism,0.0,-0.3180793523788452,,False
OC,AECH1,AECH1,gene,typeIV_acylsugar_metabolism,0.0,-0.40596646070480347,,False
OC,ABC Transporter,ABC Transporter,gene,typeIV_acylsugar_metabolism,0.6334100961685181,-0.23948286473751068,,True
OC,ASAT2,ASAT2,gene,typeIV_acylsugar_metabolism,0.0,-0.4413694143295288,,False
OC,ASH3,ASH3,gene,typeIV_acylsugar_metabolism,7.810827732086182,-0.7727497220039368,,True
OC,MCPI,MCPI,gene,typeVI_terpene_metabolism,36.913028717041016,-0.33882492780685425,,True
OC,EOT1,EOT1,gene,typeVI_terpene_metabolism,0.0,-0.34890925884246826,,True
OC,EOT2,EOT2,gene,typeVI_terpene_metabolism,0.0,-0.46460145711898804,,False
OC,TPS9,TPS9,gene,typeVI_terpene_metabolism,10.212902069091797,0.08723874390125275,,False
OC,RBCS-1,RBCS-1,gene,reference_control,187.94918823242188,-0.5649147629737854,,True
OC,CAB13,CAB13,gene,reference_control,339.7240905761719,-0.23265299201011658,,False
OC,PSBO,PSBO,gene,reference_control,117.00464630126953,-0.043178170919418335,,True
OC,PSBS,PSBS,gene,reference_control,131.68862915039062,0.21267449855804443,,False
OC,PSBR,PSBR,gene,reference_control,569.2061157226562,-0.2499793916940689,,False
OC,WEE1,WEE1,gene,reference_control,18.848339080810547,-0.9090110659599304,,False
OC,Histone H4,Histone H4,gene,reference_control,429.7171325683594,-0.6199836730957031,,True
